"";"nct_id";"tool_results";"has_error";"tool_prompted_pmids";"tool_result_pmids";"tool_ident_steps";"tool_truncated";"X";"has_publication";"publication_doi";"publication_pmid";"publication_url";"identification_step";"has_summary_results";"completion_year";"dataset";"agree";"any_results";"tool_detected_correct_pub";"tool_found_correct_pub"
"547";"NCT00564239";FALSE;TRUE;"";"";"";NA;892;TRUE;"10.1026/0942-5403/a000046";NA;"https://econtent.hogrefe.com/doi/abs/10.1026/0942-5403/a000046";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;NA;NA
"548";"NCT02544568";FALSE;TRUE;"32108506,36056607";"";"";NA;5138;TRUE;"10.1111/apha.13884";36056607;"https://doi.org/10.1111/apha.13884";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;TRUE
"549";"NCT00752336";FALSE;TRUE;"20980169,21803073";"";"";NA;938;TRUE;"10.1016/j.healun.2010.08.030";20980169;"http://www.sciencedirect.com/science/article/pii/S1053249810005383";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;FALSE;TRUE
"550";"NCT01387555";TRUE;TRUE;"24990523,26471278,26751469,27057469,31413923";"31413923";"linked_at_registration,pubmed_naive,google_scholar,nct_match";NA;1747;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"551";"NCT02794272";FALSE;TRUE;"";"";"";NA;2020;TRUE;"10.1523/jneurosci.0079-17.2017";28314813;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6596583/";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"552";"NCT02931617";TRUE;TRUE;"33282371";"33282371";"google_scholar";NA;4298;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"553";"NCT02112396";FALSE;TRUE;"";"";"";NA;1327;TRUE;"10.1016/j.drugalcdep.2016.04.015";27141840;"https://www.ncbi.nlm.nih.gov/pubmed/27141840";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"554";"NCT02039648";FALSE;TRUE;"27646690";"";"";NA;1326;TRUE;"10.1371/journal.pone.0120130";25803708;NA;"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"555";"NCT03533530";TRUE;TRUE;"31466846";"31466846";"google_scholar";NA;4865;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"556";"NCT00865969";FALSE;TRUE;"25134672,30332940,30658046,32254791";"";"";NA;2229;TRUE;"10.1200/jco.2014.59.2782";26101246;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5087312/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"557";"NCT02159170";TRUE;TRUE;"27738994,30036294,30391344,32198484";"30036294";"pubmed_naive";NA;2971;FALSE;NA;NA;NA;NA;FALSE;2014;"iv";FALSE;FALSE;NA;NA
"558";"NCT01280227";FALSE;TRUE;"34226232,34844948,35390804";"";"";NA;3920;TRUE;"10.1179/1753807612Y.0000000020";NA;"https://www.tandfonline.com/doi/abs/10.1179/1753807612Y.0000000020";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"559";"NCT01363362";FALSE;TRUE;"";"";"";NA;1196;TRUE;"10.1111/aos.13360";28139066;"http://onlinelibrary.wiley.com/doi/10.1111/aos.13360/full";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"560";"NCT00595647";TRUE;TRUE;"20650436,20884442,21328679,23239630,29685385,32615286";"23239630";"google_scholar";NA;2997;FALSE;NA;NA;NA;NA;FALSE;2014;"iv";FALSE;FALSE;NA;NA
"561";"NCT01333397";FALSE;TRUE;"28200002,30120518";"";"";NA;1190;TRUE;"10.1093/asj/sjw272";28200002;"https://academic.oup.com/asj/advance-article/doi/10.1093/asj/sjw272/2996256";"Systematic Google search";TRUE;2011;"iv";FALSE;TRUE;FALSE;TRUE
"562";"NCT01755143";FALSE;TRUE;"";"";"";NA;1293;TRUE;"10.1016/j.hrthm.2014.12.035";25556038;"http://www.sciencedirect.com/science/article/pii/S1547527114015537";"Systematic Google search";TRUE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"563";"NCT01627457";FALSE;TRUE;"";"";"";NA;1262;TRUE;"10.1177/2047487313493227";23733743;NA;"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"564";"NCT00844064";FALSE;TRUE;"19579166,22711703,31692434";"";"";NA;976;TRUE;"10.1016/s0959-8049(11)70845-0";NA;"http://www.sciencedirect.com/science/article/pii/S0959804911708450?via%3Dihub";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;NA;NA
"565";"NCT01834547";FALSE;TRUE;"28119083";"";"";NA;1305;TRUE;"10.1016/j.euroneuro.2017.01.006";28119083;"https://www.ncbi.nlm.nih.gov/pubmed/28119083";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;TRUE
"566";"NCT01608984";TRUE;TRUE;"22131353,25256576,25256577,25454790,25599579,26536214";"26536214";"pubmed_enhanced";NA;2861;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"567";"NCT02228603";TRUE;TRUE;"25247991,25689059,26691216,30889981,36892488";"25689059";"pubmed_enhanced";NA;4774;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"568";"NCT00612092";FALSE;TRUE;"22595156";"";"";NA;206;TRUE;"10.1016/j.jcmg.2011.12.017";22595156;"http://www.sciencedirect.com/science/article/pii/S1936878X12002744?via%3Dihub";"Linked at the registration";FALSE;2009;"iv";FALSE;TRUE;FALSE;TRUE
"569";"NCT00373438";TRUE;TRUE;"20237804,23696063,24356206,24705973,27926636";"23696063,24356206";"pubmed_naive,google_scholar";NA;2779;FALSE;NA;NA;NA;NA;FALSE;2014;"iv";FALSE;FALSE;NA;NA
"570";"NCT02480608";FALSE;TRUE;"";"";"";NA;1338;TRUE;NA;NA;"https://ash.confex.com/ash/2017/webprogram/Paper99881.html";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;NA;NA
"571";"NCT02197546";FALSE;TRUE;"";"";"";NA;1331;TRUE;"10.1097/ajp.0000000000000222";25724021;NA;"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"572";"NCT02517801";FALSE;TRUE;"";"";"";NA;2136;TRUE;NA;NA;"https://docserv.uni-duesseldorf.de/servlets/DerivateServlet/Derivate-50771/Boschek%2C%20Lisa%20Charlotte_Dissertation.pdf";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;NA;NA
"573";"NCT01630681";FALSE;TRUE;"24024826,28922737,32224483,32427108";"";"";NA;4260;TRUE;"10.1002/pon.5489";32691455;"https://onlinelibrary.wiley.com/doi/full/10.1002/pon.5489";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"574";"NCT01900548";FALSE;TRUE;"";"";"";NA;4651;TRUE;"10.14283/jarcp.2017.27";NA;"https://www.jarlife.net/3594-effect-of-leucine-rich-whey-protein-as-compared-to-soy-protein-on-muscle-function-in-elderly-individuals-with-osteopenia-a-four-month-randomized-study.html";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"575";"NCT00486226";FALSE;TRUE;"";"";"";NA;1403;FALSE;NA;NA;NA;NA;TRUE;2013;"iv";FALSE;TRUE;NA;NA
"576";"NCT05329181";FALSE;TRUE;"";"";"";NA;3794;TRUE;"10.21203/rs.3.rs-1560793/v1";NA;"https://doi.org/10.21203/rs.3.rs-1560793/v1";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;NA;NA
"577";"NCT01435226";FALSE;TRUE;"23009750,23199506,24907384,25847509,27125465,28650844";"";"";NA;1212;TRUE;"10.1093/infdis/jiu325";24907384;"https://academic.oup.com/jid/article/210/12/1881/2908616/Interferon-Induced-Protein10-Kinetics-in-Treatment";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;TRUE
"578";"NCT01455675";FALSE;TRUE;"30388058,31092053,32036273";"";"";NA;1950;TRUE;NA;NA;"https://www.clinicaltrialsregister.eu/ctr-search/trial/2011-000801-39/results";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"579";"NCT02847260";FALSE;TRUE;"31403254";"";"";NA;2721;FALSE;NA;NA;NA;NA;TRUE;2014;"iv";FALSE;TRUE;NA;NA
"580";"NCT02374632";TRUE;TRUE;"27434221,28202805,31742316,32016415";"27434221,32016415";"pubmed_enhanced";NA;3480;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"581";"NCT00933777";TRUE;TRUE;"23224737,23308140,23993162,24507059,25656744,32436621";"32436621";"pubmed_enhanced";NA;2990;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"582";"NCT03196713";FALSE;TRUE;"";"";"";NA;3856;TRUE;"10.1080/15021149.2021.1946371";NA;"https://www.tandfonline.com/doi/abs/10.1080/15021149.2021.1946371";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;NA;NA
"583";"NCT00958165";FALSE;TRUE;"26383722,30025696";"";"";NA;1027;TRUE;"10.1111/j.1540-8167.2012.02427.x";22966825;"https://www.ncbi.nlm.nih.gov/pubmed/22966825";"Systematic Google search";TRUE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"584";"NCT03219918";TRUE;TRUE;"30083584,30188409,30529731,33140884";"30083584";"pubmed_naive";NA;3826;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"585";"NCT02320851";TRUE;TRUE;"26001913,28722100";"28722100";"pubmed_naive";NA;3038;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"586";"NCT01876342";FALSE;TRUE;"26031640,26031647,26518830,30035112,30246043,35784930,35977082,36130721,36715718";"";"";NA;4622;TRUE;"10.1002/bjs.11226";31162653;"https://doi.org/10.1002/bjs.11226";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"587";"NCT01637025";TRUE;TRUE;"23950762";"23950762";"pubmed_enhanced";NA;1816;FALSE;NA;NA;NA;NA;FALSE;2012;"iv";FALSE;FALSE;NA;NA
"588";"NCT02494830";FALSE;TRUE;"";"";"";NA;2237;TRUE;NA;NA;"https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/1997/file/diss_Hasan_Mahmoud.pdf";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;NA;NA
"589";"NCT02149927";FALSE;TRUE;"";"";"";NA;1329;TRUE;"10.1097/aln.0000000000001322";27617689;"https://www.ncbi.nlm.nih.gov/pubmed/27617689";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"590";"NCT01812616";FALSE;TRUE;"25398831,27778331,28560402,30195736,30472144,32147080";"";"";NA;1938;TRUE;"10.1200/jco.2017.35.15_suppl.2046";NA;"https://ascopubs.org/doi/abs/10.1200/JCO.2017.35.15_suppl.2046";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;NA;NA
"591";"NCT02665169";TRUE;TRUE;"30841868,31230026,34487834,34910809";"34487834";"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match";NA;4919;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"592";"NCT04548362";FALSE;TRUE;"33872868";"";"";NA;3556;TRUE;"10.1002/mnfr.201900106";31141834;"https://doi.org/10.1002/mnfr.201900106";"Linked at the registration";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"593";"NCT01538173";FALSE;TRUE;"29456467,31542781,32905205";"";"";NA;1236;TRUE;"10.1007/s00266-013-0113-5";23571784;"https://www.ncbi.nlm.nih.gov/pubmed/23571784";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"594";"NCT01743508";TRUE;TRUE;"25817472,26872219,31227019,36030801,36335344";"25817472";"pubmed_enhanced";NA;4413;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"595";"NCT01225835";FALSE;TRUE;"";"";"";NA;1682;FALSE;NA;NA;NA;NA;TRUE;2013;"iv";FALSE;TRUE;NA;NA
"596";"NCT02424552";FALSE;TRUE;"28986128";"";"";NA;2450;TRUE;"10.1093/eurheartj/ehx235";28498942;"https://pubmed.ncbi.nlm.nih.gov/28498942/";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"597";"NCT00627094";FALSE;TRUE;"";"";"";NA;901;TRUE;"10.1161/circulationaha.109.931691";20679548;"https://www.ncbi.nlm.nih.gov/pubmed/19128256";"Systematic Google search";TRUE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"598";"NCT02975791";FALSE;TRUE;"34907504,35441029";"";"";NA;4262;TRUE;"10.1111/anae.13465";27037981;"https://doi-org.ezproxy.its.uu.se/10.1111/anae.13465";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"599";"NCT00686244";FALSE;TRUE;"";"";"";NA;917;TRUE;"10.1016/j.ypmed.2010.07.008";20638409;"https://www.ncbi.nlm.nih.gov/pubmed/20638409";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"600";"NCT01345526";TRUE;TRUE;"23801914,26826719,29360920";"29360920";"google_scholar";NA;1728;FALSE;NA;NA;NA;NA;FALSE;2012;"iv";FALSE;FALSE;NA;NA
"601";"NCT03397563";TRUE;TRUE;"32702245,33290608,33794516,35934978,36620891";"36620891";"pubmed_naive,google_scholar,nct_match";NA;3597;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"602";"NCT03054701";FALSE;TRUE;"33874860,34244170";"";"";NA;4164;TRUE;"10.1002/ejp.1452";31392790;"https://doi.org/10.1002/ejp.1452";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"603";"NCT01871831";FALSE;TRUE;"";"";"";NA;744;TRUE;"10.1177/193229681300700611";24351177;"https://www.ncbi.nlm.nih.gov/pubmed/24351177?dopt=Abstract";"Linked at the registration";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"604";"NCT01731158";FALSE;TRUE;"24073369,26338209,27101285,28718423";"";"";NA;2300;TRUE;"10.1371/journal.pone.0153018";27101285;"https://pubmed.ncbi.nlm.nih.gov/27101285/";"Linked at the registration";FALSE;2016;"iv";FALSE;TRUE;FALSE;TRUE
"605";"NCT01304368";FALSE;TRUE;"27210537,28301865,30100129,30883334";"";"";NA;1180;TRUE;"10.1016/j.eujim.2012.04.001";NA;"http://www.sciencedirect.com/science/article/pii/S1876382012000509";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;NA;NA
"606";"NCT02308384";TRUE;TRUE;"27400657,30065255";"30065255";"google_scholar";NA;3736;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"607";"NCT03537027";FALSE;TRUE;"33273683,34836354,36233290,36235615";"";"";NA;4863;TRUE;"10.1038/s41598-020-78288-0";33273683;"https://doi.org/10.1038/s41598-020-78288-0";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"608";"NCT02146300";FALSE;TRUE;"";"";"";NA;5088;TRUE;"10.1155/2016/1245418";27196870;"https://doi.org/10.1155/2016/1245418";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"609";"NCT04337853";FALSE;TRUE;"";"";"";NA;4066;TRUE;"10.1017/S1460396921000078";NA;"https://doi.org/10.1017/S1460396921000078";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;NA;NA
"610";"NCT00693888";FALSE;TRUE;"";"";"";NA;920;TRUE;"10.1007/s00391-012-0337-z";22538793;"https://link.springer.com/article/10.1007/s00391-012-0337-z";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"611";"NCT01349790";TRUE;TRUE;"30687970";"30687970";"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match";NA;1731;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"612";"NCT01116466";FALSE;TRUE;"";"";"";NA;1078;TRUE;"10.3233/rnn-120283";23756541;"https://www.ncbi.nlm.nih.gov/pubmed/23756541";"Systematic Google search";TRUE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"613";"NCT02304965";FALSE;TRUE;"";"";"";NA;2294;TRUE;"10.1161/circulationaha.116.026000";28283496;"https://pubmed.ncbi.nlm.nih.gov/28283496/";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"614";"NCT02746692";TRUE;TRUE;"30276916";"30276916";"pubmed_enhanced,google_scholar";NA;2874;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"615";"NCT00709956";FALSE;TRUE;"20660124,28476928,30526673";"";"";NA;1466;FALSE;NA;NA;NA;NA;TRUE;2009;"iv";FALSE;TRUE;NA;NA
"616";"NCT02421172";FALSE;TRUE;"26708540,29981245,30657173,32558202";"";"";NA;2826;FALSE;NA;NA;NA;NA;TRUE;2016;"iv";FALSE;TRUE;NA;NA
"617";"NCT04005040";FALSE;TRUE;"";"";"";NA;4305;TRUE;"10.3390/healthcare8020118";32365932;"https://www.mdpi.com/2227-9032/8/2/118";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"618";"NCT01225380";FALSE;TRUE;"25847509,26478668,28106531,28132867";"";"";NA;1138;TRUE;"10.1002/hep.27836";25847509;"https://www.ncbi.nlm.nih.gov/pubmed/25847509";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;TRUE
"619";"NCT02889354";FALSE;TRUE;"31340804,36474201";"";"";NA;4425;TRUE;"10.1080/19012276.2021.2020683";NA;"https://doi.org/10.1080/19012276.2021.2020683";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;NA;NA
"620";"NCT01210807";FALSE;TRUE;"";"";"";NA;1890;FALSE;NA;NA;"http://iovs.arvojournals.org/article.aspx?articleid=2362005";"Other";TRUE;2011;"iv";FALSE;TRUE;NA;NA
"621";"NCT01556529";FALSE;TRUE;"";"";"";NA;1240;TRUE;"10.3109/13685538.2013.879113";24471529;"https://www.ncbi.nlm.nih.gov/pubmed/?term=Testosterone+and+type+2+diabetes+in+men+AND+Mazur";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"622";"NCT01462721";TRUE;TRUE;"25493460";"25493460";"pubmed_enhanced";NA;1774;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"623";"NCT00281515";FALSE;TRUE;"32728057";"";"";NA;50;TRUE;"10.1016/j.ygyno.2012.04.050";22564713;"https://www.ncbi.nlm.nih.gov/pubmed/22564713?dopt=Abstract";"Linked at the registration";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"624";"NCT01059266";FALSE;TRUE;"";"";"";NA;1055;TRUE;"10.1159/000343026";23183541;"https://www.ncbi.nlm.nih.gov/pubmed/23183541?dopt=Abstract";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"625";"NCT00949065";TRUE;TRUE;"25250722,25546794,27100817,28116654,28973211,28973213";"25250722";"pubmed_enhanced";NA;1577;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"626";"NCT01296230";TRUE;TRUE;"23889601,33125763";"33125763";"pubmed_naive";NA;3931;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"627";"NCT03751774";TRUE;TRUE;"32041327,33556845,34444335,35000071,36245409,36655509";"34444335,35000071,36655509";"pubmed_enhanced,google_scholar,nct_match";NA;4464;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"628";"NCT03099421";FALSE;TRUE;"31027211";"";"";NA;4118;TRUE;"10.3390/diagnostics9020046";31027211;"https://doi.org/10.3390%2Fdiagnostics9020046";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"629";"NCT02386410";FALSE;TRUE;"36514489";"";"";NA;3469;TRUE;"10.2478/sjcapp-2022-0013";36514489;"https://doi.org/10.2478/sjcapp-2022-0013";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;TRUE
"630";"NCT00876759";TRUE;TRUE;"23680034,24815073";"23680034";"pubmed_enhanced";NA;1538;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"631";"NCT02735187";FALSE;TRUE;"";"";"";NA;1970;TRUE;NA;NA;"https://pdfs.semanticscholar.org/b3a6/c8239a9c030a1c7a3af8acbafc77c9a8ecc2.pdf?_ga=2.264204238.316868046.1597691860-1172082013.1597691860";"Systematic Google search";TRUE;2016;"iv";FALSE;TRUE;NA;NA
"632";"NCT01409733";TRUE;TRUE;"25478778,29124381";"29124381";"google_scholar";NA;1757;FALSE;NA;NA;NA;NA;FALSE;2012;"iv";FALSE;FALSE;NA;NA
"633";"NCT03420625";FALSE;TRUE;"";"";"";NA;3849;TRUE;"10.1002/tsm2.32";NA;"https://onlinelibrary.wiley.com/doi/abs/10.1002/tsm2.32";"Linked at the registration";TRUE;2017;"nordic";FALSE;TRUE;NA;NA
"634";"NCT00951587";FALSE;TRUE;"";"";"";NA;1024;TRUE;"10.1055/s-0032-1324216";NA;"https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0032-1324216";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;NA;NA
"635";"NCT05094479";FALSE;TRUE;"";"";"";NA;3525;TRUE;"10.1017/S0007114522003439";36263460;"https://doi.org/10.1017/S0007114522003439";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"636";"NCT01266187";TRUE;TRUE;"21944029,22033894,24132680,25778299,27763687,31592094";"31592094";"google_scholar";NA;2758;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"637";"NCT01331473";FALSE;TRUE;"23570360";"";"";NA;2366;TRUE;NA;NA;"https://www.researchgate.net/publication/327302891_Neue_DWI-Lasionen_beim_Carotisstent_mit_und_ohne_proximales_Protektionssystem";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;NA;NA
"638";"NCT00540631";TRUE;TRUE;"30089430";"30089430";"pubmed_naive";NA;1416;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"639";"NCT02614430";FALSE;TRUE;"";"";"";NA;5012;TRUE;"10.1186/s41044-017-0027-3";NA;"https://doi.org/10.1186/s41044-017-0027-3";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;NA;NA
"640";"NCT01905254";FALSE;TRUE;"";"";"";NA;1315;TRUE;"10.1016/j.jhep.2016.05.023";27238753;NA;"Systematic Google search";TRUE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"641";"NCT01752725";FALSE;TRUE;"23670744";"";"";NA;1292;TRUE;"10.1007/s00464-013-2994-4";23670744;"https://www.ncbi.nlm.nih.gov/pubmed/23670744";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;TRUE
"642";"NCT03042364";TRUE;TRUE;"31916571,36831295";"31916571";"pubmed_naive";NA;4177;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"643";"NCT02551302";FALSE;TRUE;"";"";"";NA;2374;TRUE;"10.1007/s00586-019-05880-y";30649613;"https://pubmed.ncbi.nlm.nih.gov/30649613/";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"644";"NCT00768846";TRUE;TRUE;"23273394,23895804,25217457,29471933";"23273394,25217457";"pubmed_naive";NA;1486;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"645";"NCT01153750";FALSE;TRUE;"26302803,27771967,32708604,33028805";"";"";NA;1099;TRUE;"10.1016/s1359-6349(09)71339-4";NA;"http://ac.els-cdn.com/S1359634909713394/1-s2.0-S1359634909713394-main.pdf?_tid=57c51abe-7d12-11e7-a70d-00000aacb360&acdnat=1502290520_8276f3bfb83e04d844afb2ba91f08d7b";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;NA;NA
"646";"NCT03244046";FALSE;TRUE;"30466429";"";"";NA;3798;TRUE;"10.1080/20008198.2017.1331108";28680540;"https://www.tandfonline.com/doi/full/10.1080/20008198.2017.1331108";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"647";"NCT00909012";TRUE;TRUE;"21177002,30544518";"30544518";"linked_at_registration,google_scholar";NA;1558;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"648";"NCT03401723";FALSE;TRUE;"30031803,32490164,34979117,35047332";"";"";NA;3594;TRUE;"10.1055/a-1132-5259";32490164;"https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-1132-5259";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"649";"NCT01198847";TRUE;TRUE;"21592388,24387055,25616495,27891657,30414228,32071262,33801485,34046665,34767728,35337765,35443696";"24387055,25616495,30414228,32071262,35443696";"google_scholar,linked_at_registration,nct_match,pubmed_enhanced";NA;3894;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"650";"NCT02434978";FALSE;TRUE;"36621874";"";"";NA;5072;TRUE;"10.1016/S0016-5085(20)32103-X";NA;"https://doi.org/10.1016/S0016-5085(20)32103-X";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;NA;NA
"651";"NCT03587324";FALSE;TRUE;"29227173,32424899";"";"";NA;1986;TRUE;"10.1111/jth.13962";29383871;"https://onlinelibrary.wiley.com/doi/abs/10.1111/jth.13962";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"652";"NCT01165671";TRUE;TRUE;"20819220,24192264,24305717,26034626,29050959";"20819220";"linked_at_registration,google_scholar,nct_match";NA;2967;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"653";"NCT01118455";FALSE;TRUE;"";"";"";NA;1651;FALSE;NA;NA;NA;NA;TRUE;2010;"iv";FALSE;TRUE;NA;NA
"654";"NCT00434616";TRUE;TRUE;"18678607,19003741,19378842,19500466,21030198,24635168,26195561,30380135";"19378842,19500466";"google_scholar,linked_at_registration";NA;1395;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"655";"NCT01561248";FALSE;TRUE;"";"";"";NA;1241;TRUE;"10.1001/jamainternmed.2014.1175";24781800;"http://jamanetwork.com/journals/jamainternalmedicine/fullarticle/1863921";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"656";"NCT03105024";FALSE;TRUE;"";"";"";NA;1921;TRUE;"10.3389/fpsyg.2019.01191";31275188;"https://pubmed.ncbi.nlm.nih.gov/31275188/";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"657";"NCT00204542";FALSE;TRUE;"19709346,21414035,30523664";"";"";NA;826;TRUE;"10.1111/j.1468-3083.2011.04005.x";21414035;"https://www.ncbi.nlm.nih.gov/pubmed/21414035";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;TRUE
