nct_id,tool_results,has_error,tool_prompted_pmids,tool_result_pmids,tool_ident_steps,tool_truncated
NCT00821626,true,true,"26358968,36440639,37162414,37938303,38937799,39463237",26358968,"linked_at_registration,google_scholar,nct_match",undefined
NCT05550493,true,true,36339836,36339836,"pubmed_naive,google_scholar",undefined
NCT01842022,false,true,"37638356,37741343,38491133,38904956,38931303",,,undefined
NCT02425527,true,true,"26860741,29555622,39121493,39142672,39354482,39435368,39510773",29555622,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00064415,false,true,19011503,,,undefined
NCT02440048,true,true,"30592368,36537536,36796067,37490117,37668692,37782970",30592368,google_scholar,undefined
NCT02823509,false,true,"27322248,33375440,35088608",,,undefined
NCT01915901,true,true,"26917993,30447891",30447891,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02632695,true,true,"29745551,31839971,32150141,32412419,38761058,38779137,39313970,39313976,39357505","31839971,32150141,32412419","google_scholar,linked_at_registration,pubmed_enhanced,nct_match",undefined
NCT00572065,false,true,null,,,undefined
NCT00003062,false,true,null,,,undefined
NCT02009046,true,true,"25886554,26403840","25886554,26403840","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03713359,false,true,null,,,undefined
NCT01668784,true,true,"26406148,27283863,28262413,28410865,29719414,30215677,31272883,31829287,31992108,32673417,33428174,33764818,34051329,34895481,35802667,37221577,37844597,38060202,39006494,39358058","26406148,27283863,28262413,28410865,31272883,31829287,32673417,33428174,33764818,34895481,35802667,37221577,38060202,39358058","linked_at_registration,nct_match,google_scholar,pubmed_enhanced,pubmed_naive",undefined
NCT02058303,true,true,"27185666,27999499,37255640,38313603,38558643,39289657,39376589",27999499,google_scholar,undefined
NCT00723476,true,true,"19171571,21575826,22096382,22771129,23104266,35884083,37561196,37716878,38699801,38953469","19171571,21575826,22096382,22771129,23104266","linked_at_registration,google_scholar,nct_match",undefined
NCT01238835,false,true,"20552301,25788234",,,undefined
NCT02623985,false,true,"36924215,37391711,37641085,38198494,39052705",,,undefined
NCT03352921,true,true,"32707527,33706543",33706543,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04592016,true,true,36483734,36483734,pubmed_enhanced,undefined
NCT03422692,true,true,"26215489,33031520,33826149,34836620,37316427,37776245,38763508",33031520,pubmed_enhanced,undefined
NCT03178981,true,true,"30107271,30201538,33235307,37386281,37434562,38352503,38503831","33235307,37386281","pubmed_naive,pubmed_enhanced",undefined
NCT03055754,true,true,31981043,31981043,google_scholar,undefined
NCT02553265,true,true,"32654554,37376074,37973785",32654554,"pubmed_naive,google_scholar",undefined
NCT01614015,false,true,null,,,undefined
NCT02090374,true,true,"30450666,31002833,32717253,34963794,35887593,36806944,38108546,39021147",32717253,google_scholar,undefined
NCT00733824,true,true,"19720922,22376154,22683307,25588753,32758634,35702353",19720922,pubmed_enhanced,undefined
NCT03237741,false,true,null,,,undefined
NCT01098656,true,true,"28468739,31066930,31192214,32703750,33835479,34733611,36354020,38465567,38975910",28468739,"pubmed_naive,google_scholar,nct_match",undefined
NCT01019759,true,true,"19925605,24500243",19925605,pubmed_naive,undefined
NCT03895424,false,true,"33693741,35015879,35320401,36026477,36967158",,,undefined
NCT00794157,true,true,"22122202,23040786,23991315,25135743,31339215,33352035,33612668,33644225,34483208","22122202,23040786","google_scholar,linked_at_registration,pubmed_naive,nct_match",undefined
NCT01995032,true,true,"27488051,28152217,28486179,28545481,29174526,29386334,30922065,31664444,34012406",31664444,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT04887974,false,true,"38323435,38842738,39049618,39206234,39230024",,,undefined
NCT00507221,true,true,"21956928,22533793,22971323,24134221,24324729,28924616,29346385,36793766,39433400,39461355","22971323,29346385","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT05372835,true,true,"37770865,38590026,38791215,39198202,39370532,39404411",37770865,"pubmed_enhanced,google_scholar,nct_match",undefined
NCT03160898,true,true,"31081694,32969758,34218726,36503310,36930042,37254449,37641579","32969758,36503310,36930042,37641579","linked_at_registration,google_scholar,nct_match,pubmed_naive,pubmed_enhanced",undefined
NCT00407355,true,true,"18362932,19700195,20630595,21629578,21750610,22817833,24053892,34845830,35070663,35253456,37060158,37164394,37716706","18362932,19700195,20630595,24053892","pubmed_enhanced,google_scholar,linked_at_registration,nct_match",undefined
NCT05862428,false,true,null,,,undefined
NCT00937820,false,true,"21083465,21385107,22648489,23683607,36644745,37202285,38008180,38358139,38637841",,,undefined
NCT03123250,true,true,"29694702,29873008,30370457,31059728,31599044,32333733,35469810,35863498,36040501,37115632","29694702,29873008,30370457,31059728,31599044,32333733,35469810,35863498,36040501,37115632","linked_at_registration,nct_match,google_scholar,pubmed_naive",undefined
NCT00401206,false,true,null,,,undefined
NCT00746811,true,true,21297494,21297494,"linked_at_registration,pubmed_naive,pubmed_enhanced",undefined
NCT01863823,true,true,"25179088,28667035,30616462,31038210","25179088,30616462,31038210","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03856619,false,true,"32557734,34486382,37523105",,,undefined
NCT04885907,true,true,"34337100,34379917,34393073,34739716,34807716,35083796,35953020,38499087,38529910,39078339,39160648","34379917,34807716","google_scholar,linked_at_registration,nct_match",undefined
NCT01634087,false,true,"25586607,26769332,29289756,30806709,31401212,36519621,36958476,37507233,38399292,38892802",,,undefined
NCT02877771,false,true,27207890,,,undefined
NCT00634218,false,true,"30875534,31562765,34047276,38779493",,,undefined
NCT03397121,true,true,"31227825,31553410,32197277,33663735,34562277,36550348,37021909,37252442,38063346,38757725","32197277,33663735","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00756002,true,true,"17803013,19228178,19768947,21256803,36947394",17803013,pubmed_naive,undefined
NCT00005863,false,true,null,,,undefined
NCT02250274,true,true,"30759228,39218430,39246667,39271784,39367499",30759228,google_scholar,undefined
NCT03238417,true,true,"29489045,32885214",32885214,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03860766,false,true,"32862403,33332234,37499853,38194210,38416634,39088075,39382587",,,undefined
NCT00206037,false,true,"20411373,22009558,23369476,30986879,35941314",,,undefined
NCT00574236,false,true,"21147690,25386819",,,undefined
NCT00020930,true,true,"17876013,22055112,28025786,34397558,35372058,35611253,37314727,37493044,38667537",28025786,pubmed_enhanced,undefined
NCT01220726,false,true,null,,,undefined
NCT00280059,true,true,"17064682,21889410,22936879,23076957,23205518,25377429,27521437","21889410,23076957","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01924130,true,true,"24928474,26865650,30801612,34923177","26865650,30801612","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT05173376,true,true,"37101143,38485059,39374632,39385433,39405438,39405616",37101143,"pubmed_enhanced,google_scholar,nct_match",undefined
NCT01615900,false,true,"25631635,31601177",,,undefined
NCT00330369,true,true,"18616421,19748665,20425150,21043838,21870899,36779497,39407987","19748665,21043838","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02248246,true,true,27186065,27186065,"linked_at_registration,pubmed_naive,pubmed_enhanced",undefined
NCT02447783,true,true,26537937,26537937,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03417570,false,true,"35788412,36007583,36578634,38173155,38686933",,,undefined
NCT03097666,true,true,"31711242,38431103",31711242,google_scholar,undefined
NCT04448132,true,true,36064670,36064670,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01785238,true,true,"24386431,27335060",27335060,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00446992,true,true,"21346617,36302597,38547544,38591771,39137558,39151277,39414015",21346617,"linked_at_registration,google_scholar,nct_match",undefined
NCT04078165,true,true,"37611731,39147288,39210722,39374339,39401540",37611731,"google_scholar,nct_match",undefined
NCT02746237,false,true,"27927914,31629717,32034759,33282182,33314936,35513217,37079555,37516248,37972767,39388691",,,undefined
NCT02791815,true,true,28639119,28639119,pubmed_enhanced,undefined
NCT04799210,false,true,null,,,undefined
NCT00968656,true,true,"19384938,21242970,21742439,23359657,24820413,25843410,26163095,28123452,28866257,33908322,34205334,34235154,34500703,38071554,38117098,38230294,38753748,38915392",23359657,pubmed_enhanced,undefined
NCT00613145,true,true,"21626051,37619785",21626051,google_scholar,undefined
NCT04527276,true,true,"34376358,36453783,38555381,39336543,39407962,39410617",34376358,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00002925,false,true,"18716133,28820055,35156588,38254953",,,undefined
NCT02915627,true,true,"30937954,31937266,32764092,35615071,37753645",31937266,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03763292,false,true,null,,,undefined
NCT03900416,true,true,"34563838,34656190,35432625,36279218,36622879,38602770,38926739","34656190,35432625,36279218,36622879","pubmed_enhanced,pubmed_naive,linked_at_registration,google_scholar,nct_match",undefined
NCT02718859,true,true,"27930550,28392199,29402439,29660367,30146253,32505807,32862617,33920118,35407555,36077794","28392199,32862617","google_scholar,pubmed_naive",undefined
NCT02381002,false,true,"27294413,28686541,33498894,33517762,33958501,35320378,35954616",,,undefined
NCT01746368,true,true,"29969138,30141525",29969138,"pubmed_naive,google_scholar",undefined
NCT05782647,false,true,null,,,undefined
NCT02422030,false,true,null,,,undefined
NCT02408601,true,true,"27237199,28759120,34433220",34433220,google_scholar,undefined
NCT03509922,false,true,36126755,,,undefined
NCT04132804,false,true,35833716,,,undefined
NCT02042937,false,true,"24508940,31183767",,,undefined
NCT02558504,false,true,"37109552,37835470,37870655",,,undefined
NCT03363035,true,true,"32965585,36763358,39227654,39251903,39265335,39307970,39484823",36763358,"pubmed_enhanced,google_scholar,nct_match",undefined
NCT01721668,true,true,"24590147,26291634,29249372,29797585,29930399,37736384",29797585,google_scholar,undefined
NCT01749800,false,true,"38476118,38853162,38917666,39109662,39246296",,,undefined
NCT02449733,false,true,"39141024,39146758,39241958,39250647,39304589,39352601,39475851",,,undefined
NCT00052585,false,true,"23097702,34154702,39362582,39435558,39472861",,,undefined
NCT02185742,true,true,"29601591,38234774,38561638,38766265,38776713,39357007",29601591,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02071680,true,true,"28007094,36923981,37226005,38656586,38818617,39084715",28007094,google_scholar,undefined
NCT01899261,false,true,"38404993,38462413,38546697,39306555",,,undefined
NCT02741232,false,true,"31408448,35643392,35925430,36056280,38776564,39447530",,,undefined
NCT04084184,false,true,null,,,undefined
NCT02466555,true,true,"28779565,38737216,38809886,39291351,39350961",28779565,pubmed_enhanced,undefined
NCT01880593,true,true,"25689570,26132676,28323284,30385872,30858518,31896116,32512768,33249434,35013133,35902629,36775711,38916891,38959503,39029665,39301926,39406997",30858518,"pubmed_enhanced,google_scholar",undefined
NCT03101644,true,true,"32696441,33175180,38182100,39009738,39159935,39228433,39331837,39499721",32696441,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01395147,false,true,"24311349,29160598",,,undefined
NCT03956901,true,true,"35121063,37173788,37547491,37728446,38512646,39128075",35121063,google_scholar,undefined
NCT03201263,true,true,"30157955,33197403,37041553,39368033","33197403,39368033","linked_at_registration,pubmed_naive,google_scholar,nct_match,pubmed_enhanced",undefined
NCT04229303,false,true,"33292524,33348852,33800658,35695722,38100147,38761014,38845046,38924698,39317940",,,undefined
NCT01854502,true,true,"24348559,25926867,27957564,34555048,36698449,37942410,38062854,38645574,39119981","24348559,27957564","linked_at_registration,pubmed_naive,google_scholar",undefined
NCT03976986,true,true,"32124469,34209677,34395343,34506689,38126281,39268718",32124469,google_scholar,undefined
NCT00773513,true,true,"24683046,28782299,31420350,36791280,38046036,38915962,39457532",31420350,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03095365,true,true,"31145147,32370545,35179608,35765779,39200975,39205971,39400763,39457535",32370545,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00428272,true,true,"17907762,20877355,21036468,22234808,23071222,24587670,25840763,26548905,39442606,39508142",23071222,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01733108,true,true,27140803,27140803,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00280033,true,true,"18260764,25075622,25734170,31160101,31845904,34311992,36610741","18260764,25734170,31845904","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00886262,false,true,"25312638,26374918,27654854,28469503,33044238",,,undefined
NCT00257621,false,true,null,,,undefined
NCT01320813,false,true,null,,,undefined
NCT01336218,true,true,26739683,26739683,google_scholar,undefined
NCT00757289,false,true,"24795364,35743573,35990997,36362590",,,undefined
NCT05086211,false,true,"35475270,35710215,36280985,38013519",,,undefined
NCT00172133,true,true,12848587,12848587,pubmed_naive,undefined
NCT01138293,true,true,22155072,22155072,pubmed_enhanced,undefined
NCT02958735,false,true,"30654916,32883245",,,undefined
NCT04073277,true,true,35300944,35300944,"pubmed_naive,pubmed_enhanced,google_scholar",undefined
NCT00971217,false,true,23171827,,,undefined
NCT01367886,false,true,null,,,undefined
NCT05058586,true,true,"35797000,37674805,38766592,39482393",35797000,google_scholar,undefined
